programme_name,normalized_programme_name,award_level,field_category,institution_name,institution_registration_number,regulator,minimum_entry_requirements,required_subjects,suitable_for_form_four_leaver,duration,fees_if_available,study_mode,campus_location,accreditation_status_if_available,application_link,official_source_url,source_type,confidence_level,last_verified_date,notes
Stashahada ya Ualimu Elimu ya Msingi mchepuo wa Sayansi ya Jamii (kwa kutumia lugha ya Kiingereza),stashahada ya ualimu elimu ya msingi mchepuo wa sayansi ya jamii kwa kutumia lugha ya kiingereza,diploma,education,Chuo cha Ualimu Shinyanga,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",,no,2 years,,full-time,,,https://tcm.moe.go.tz/,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,high,2026-04-24,Programme language medium: English. || Government teacher college application through ministry system tcm.moe.go.tz.
Stashahada ya Ualimu Elimu ya Awali (kwa kutumia lugha ya kiswahili),stashahada ya ualimu elimu ya awali kwa kutumia lugha ya kiswahili,diploma,education,Chuo cha Ualimu Singachini,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",Economics; Commerce; Book Keeping,no,2 years,,full-time,,,https://tcm.moe.go.tz/,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,high,2026-04-24,"Early childhood pathway; Kiswahili medium. Applicants with Economics, Commerce and Book Keeping are specifically advised to choose early childhood diploma. || Government teacher college application through ministry system tcm.moe.go.tz."
"Stashahada Maalumu ya Ualimu Elimu ya Msingi katika masomo ya sayansi na hisabati (PME, PCE, PBE, CBE, CME na CSME)",stashahada maalumu ya ualimu elimu ya msingi katika masomo ya sayansi na hisabati pme pce pbe cbe cme na csme,diploma,education,Chuo cha Ualimu Songea,,Ministry,"Wahitimu wa Kidato cha nne wenye ufaulu wa Daraja la I-III kwa kiwango cha alama C au zaidi katika masomo matatu; mawili kati yake yakiwa Basic Mathematics, Biology, Chemistry, Physics, Information and Computer Studies au Computer Science.",Basic Mathematics; Biology; Chemistry; Physics; Information and Computer Studies; Computer Science,yes,3 years,,full-time,,,https://tcm.moe.go.tz/,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,high,2026-04-24,Special three-year diploma for Form Four leavers. || Government teacher college application through ministry system tcm.moe.go.tz.
Stashahada ya Ualimu Elimu ya Msingi mchepuo wa Sayansi na Hisabati (kwa kutumia lugha ya kiswahili),stashahada ya ualimu elimu ya msingi mchepuo wa sayansi na hisabati kwa kutumia lugha ya kiswahili,diploma,education,Chuo cha Ualimu Sumbawanga,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",,no,2 years,,full-time,,,https://tcm.moe.go.tz/,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,high,2026-04-24,Science and Mathematics pathway; Kiswahili medium. || Government teacher college application through ministry system tcm.moe.go.tz.
"Stashahada Maalumu ya Ualimu Elimu ya Msingi katika masomo ya sayansi na hisabati (PME, PCE, PBE, CBE, CME na CSME)",stashahada maalumu ya ualimu elimu ya msingi katika masomo ya sayansi na hisabati pme pce pbe cbe cme na csme,diploma,education,Chuo cha Ualimu Tabora,,Ministry,"Wahitimu wa Kidato cha nne wenye ufaulu wa Daraja la I-III kwa kiwango cha alama C au zaidi katika masomo matatu; mawili kati yake yakiwa Basic Mathematics, Biology, Chemistry, Physics, Information and Computer Studies au Computer Science.",Basic Mathematics; Biology; Chemistry; Physics; Information and Computer Studies; Computer Science,yes,3 years,,full-time,,,https://tcm.moe.go.tz/,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,high,2026-04-24,Special three-year diploma for Form Four leavers. || Government teacher college application through ministry system tcm.moe.go.tz.
Stashahada ya Ualimu Elimu ya Msingi mchepuo wa Sayansi ya jamii na lugha ya kiswahili (kwa kutumia lugha ya kiswahili),stashahada ya ualimu elimu ya msingi mchepuo wa sayansi ya jamii na lugha ya kiswahili kwa kutumia lugha ya kiswahili,diploma,education,Chuo cha Ualimu Tandala,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",,no,2 years,,full-time,,,https://tcm.moe.go.tz/,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,high,2026-04-24,Programme language medium: Kiswahili. || Government teacher college application through ministry system tcm.moe.go.tz.
Stashahada ya Ualimu Elimu ya Msingi mchepuo wa Sanaa na Michezo (kwa kutumia lugha ya kiswahili),stashahada ya ualimu elimu ya msingi mchepuo wa sanaa na michezo kwa kutumia lugha ya kiswahili,diploma,education,Chuo cha Ualimu Tarime,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",,no,2 years,,full-time,,,https://tcm.moe.go.tz/,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,high,2026-04-24,Arts and sports pathway; Kiswahili medium. || Government teacher college application through ministry system tcm.moe.go.tz.
"Stashahada Maalumu ya Ualimu Elimu ya Msingi katika masomo ya sayansi na hisabati (PME, CBE, CME na CSME)",stashahada maalumu ya ualimu elimu ya msingi katika masomo ya sayansi na hisabati pme cbe cme na csme,diploma,education,Chuo cha Ualimu Tukuyu,,Ministry,"Wahitimu wa Kidato cha nne wenye ufaulu wa Daraja la I-III kwa kiwango cha alama C au zaidi katika masomo matatu; mawili kati yake yakiwa Basic Mathematics, Biology, Chemistry, Physics, Information and Computer Studies au Computer Science.",Basic Mathematics; Biology; Chemistry; Physics; Information and Computer Studies; Computer Science,yes,3 years,,full-time,,,https://tcm.moe.go.tz/,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,high,2026-04-24,Special three-year diploma for Form Four leavers. || Government teacher college application through ministry system tcm.moe.go.tz.
Stashahada ya Ualimu Elimu ya Msingi mchepuo wa Sayansi ya Jamii (kwa kutumia lugha ya kiswahili),stashahada ya ualimu elimu ya msingi mchepuo wa sayansi ya jamii kwa kutumia lugha ya kiswahili,diploma,education,Chuo cha Ualimu Vikindu,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",,no,2 years,,full-time,,,https://tcm.moe.go.tz/,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,high,2026-04-24,Programme language medium: Kiswahili. || Government teacher college application through ministry system tcm.moe.go.tz.
Stashahada ya Ualimu Elimu ya Msingi mchepuo wa Sanaa na Michezo (kwa kutumia lugha ya kiswahili),stashahada ya ualimu elimu ya msingi mchepuo wa sanaa na michezo kwa kutumia lugha ya kiswahili,diploma,education,Coast,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",,no,2 years,,full-time,,,,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,medium,2026-04-24,Arts and sports pathway; Kiswahili medium. || Listed under non-government teacher colleges in ministry notice; apply directly to institution.
Stashahada ya Ualimu Elimu ya Msingi mchepuo wa Sayansi na Hisabati (kwa kutumia lugha ya kiswahili),stashahada ya ualimu elimu ya msingi mchepuo wa sayansi na hisabati kwa kutumia lugha ya kiswahili,diploma,education,Coast,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",,no,2 years,,full-time,,,,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,medium,2026-04-24,Science and Mathematics pathway; Kiswahili medium. || Listed under non-government teacher colleges in ministry notice; apply directly to institution.
Stashahada ya Ualimu Elimu ya Msingi mchepuo wa Sayansi ya jamii na lugha ya kiswahili (kwa kutumia lugha ya kiswahili),stashahada ya ualimu elimu ya msingi mchepuo wa sayansi ya jamii na lugha ya kiswahili kwa kutumia lugha ya kiswahili,diploma,education,Coast,,Ministry,"Wahitimu wa Kidato cha sita wenye ufaulu wa Daraja la I-III kwa kiwango cha Principal Pass mbili (02), au walimu waliohitimu Astashahada (Cheti) ya Ualimu Elimu ya Awali au Msingi.",,no,2 years,,full-time,,,,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,medium,2026-04-24,Programme language medium: Kiswahili. || Listed under non-government teacher colleges in ministry notice; apply directly to institution.
Bachelor Degree in Accountancy.,bachelor degree accountancy,degree,business,College of Business Education (CBE) Mbeya,,TCU,"Two principal passes in the following subjects Biology, Chemistry, Physics, Geography, Agriculture Nutrition, Environment, History, English Language Mathematics, Economics, Kiswahili, Accountancy or Commerce.",Mathematics; Biology; Chemistry; Physics; English Language; Geography; History; Kiswahili; Commerce; Accountancy; Economics; Nutrition; Agriculture,no,3,,full-time,Mbeya,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: CBMB01; TCU minimum admission points: 4.0; Admission capacity: 100 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
"Bachelor Degree in Business Administration. Language, Mathematics, Economics, Accountancy",bachelor degree business administration language mathematics economics accountancy,degree,business,College of Business Education (CBE) Mbeya,,TCU,"Two principal passes in the following subjects Biology, Chemistry, Physics, Geography, Kiswahili French, Arabic, Fine Art, Agriculture, History, English Commerce or Food and Nutrition.",Biology; Chemistry; Physics; English; Geography; History; Kiswahili; Arabic; French; Commerce; Nutrition; Agriculture,no,3,,full-time,Mbeya,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: CBMB02; TCU minimum admission points: 4.0; Admission capacity: 100 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
"Bachelor Degree in Marketing. Language, Mathematics, Economics, Accountancy",bachelor degree marketing language mathematics economics accountancy,degree,business,College of Business Education (CBE) Mbeya,,TCU,"Two principal passes in the following subjects Biology, Chemistry, Physics, Geography, Kiswahili French, Arabic, Fine Art, Agriculture, History, English Commerce or Food and Nutrition.",Biology; Chemistry; Physics; English; Geography; History; Kiswahili; Arabic; French; Commerce; Nutrition; Agriculture,no,3,,full-time,Mbeya,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: CBMB03; TCU minimum admission points: 4.0; Admission capacity: 100 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor Degree in Procurement and Supply Chain,bachelor degree procurement supply chain,degree,business,College of Business Education (CBE) Mbeya,,TCU,"Two principal passes in the following subjects Biology, Chemistry, Physics, Geography, Kiswahili Agriculture, Environment, History, English Language",Biology; Chemistry; Physics; English Language; Geography; History; Kiswahili; Agriculture,no,3,,full-time,Mbeya,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: CBMB04; TCU minimum admission points: 4.0; Admission capacity: 100 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Ordinary Diploma in Agriculture Production,ordinary diploma agriculture production,ordinary diploma,agriculture,"DABAGA INSTITUTE OF AGRICULTURE - KILOLO, IRINGA",REG/SAT/018,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including two passes in Biology, Chemistry, Physics/Engineering Sciences, Basic Mathematics, Nutrition, Agriculture Science and Geography OR National Vocational Award (NVA) III in Agriculture with a Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,800,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Agriculture Production OR Advanced Certificate of Secondary Education Examination (ACSEE) with one Principal pass and one Subsidiary in Biology, Chemistry, Physics, Advanced Mathematics, Agriculture Science and Geography. (Duration: 2 year(s); Capacity: 100)",Basic Mathematics; Advanced Mathematics; Biology; Chemistry; Physics; Engineering Sciences; Geography; Nutrition; Agriculture,yes,3; 2,"Local Fee: TSH. 1,800,000/=",unknown,Kilolo District Council - Iringa,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Animal Health and Production,ordinary diploma animal health production,ordinary diploma,health,"DABAGA INSTITUTE OF AGRICULTURE - KILOLO, IRINGA",REG/SAT/018,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including two (2) passes in Biology, Chemistry, Physics, Mathematics, Geography and Agricultural Sciences OR National Vocational Award (NVA) III/Trade Test I in Animal Health and Production with at least two (2) passes in Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,800,000/=)",Mathematics; Biology; Chemistry; Physics; Geography,yes,3,"Local Fee: TSH. 1,800,000/=",unknown,Kilolo District Council - Iringa,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Bachelor Degree in,bachelor degree,degree,other,DAR ES SALAAM INSTITUTE OF TECHNOLOGY,REG/EOS/001,TCU,"Two principal passes in the following subjects: Mechatronics Engineering Advanced Mathematics, Physics or Chemistry.",Advanced Mathematics; Chemistry; Physics,no,4,,full-time,Dar es Salaam,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: DMI09; TCU minimum admission points: 4.0; Admission capacity: 100 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor Degree in Marine Engineering Technology,bachelor degree marine engineering technology,degree,engineering,DAR ES SALAAM INSTITUTE OF TECHNOLOGY,REG/EOS/001,TCU,"Two principal passes in the following subjects: Advanced Mathematics, Physics or Chemistry.",Advanced Mathematics; Chemistry; Physics,no,4,,full-time,Dar es Salaam,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: DMI02; TCU minimum admission points: 4.0; Admission capacity: 100 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor Degree in Maritime Transport and Nautical Science,bachelor degree maritime transport nautical science,degree,transport,DAR ES SALAAM INSTITUTE OF TECHNOLOGY,REG/EOS/001,TCU,"Two principal passes in the following subjects: Advanced Mathematics, Physics, Chemistry or Geography.",Advanced Mathematics; Chemistry; Physics; Geography,no,4,,full-time,Dar es Salaam,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: DMI01; TCU minimum admission points: 4.0; Admission capacity: 100 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor Degree in Mechanical and Marine Engineering,bachelor degree mechanical marine engineering,degree,engineering,DAR ES SALAAM INSTITUTE OF TECHNOLOGY,REG/EOS/001,TCU,"Two principal passes in the following subjects: Advanced Mathematics, Physics or Chemistry.",Advanced Mathematics; Chemistry; Physics,no,4,,full-time,Dar es Salaam,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: DMI07; TCU minimum admission points: 4.0; Admission capacity: 100 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor Degree in Naval Architecture and Offshore Engineering,bachelor degree naval architecture offshore engineering,degree,engineering,DAR ES SALAAM INSTITUTE OF TECHNOLOGY,REG/EOS/001,TCU,"Two principal passes in the following subjects: Advanced Mathematics, Physics or Chemistry.",Advanced Mathematics; Chemistry; Physics,no,4,,full-time,Dar es Salaam,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: DMI04; TCU minimum admission points: 4.0; Admission capacity: 100 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor Degree in Oil and Gas Engineering,bachelor degree oil gas engineering,degree,engineering,DAR ES SALAAM INSTITUTE OF TECHNOLOGY,REG/EOS/001,TCU,"Two principal passes in the following subjects: Advanced Mathematics, Physics, Chemistry or Geography.",Advanced Mathematics; Chemistry; Physics; Geography,no,4,,full-time,Dar es Salaam,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: DMI08; TCU minimum admission points: 4.0; Admission capacity: 100 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
