programme_name,normalized_programme_name,programme_code,award_level,qualification_level,pathway_type,field_category,course_family,institution_name,normalized_institution_name,campus_name,regulator,institution_type,ownership_type,region,district_or_council,duration,study_mode,admission_capacity,fees_if_available,fee_band,application_method,official_source_url,source_type,confidence_level,last_verified_date,notes,needs_review,review_reasons
Bachelor of Science in Physics and Chemistry,bachelor of science in physics and chemistry,UD095,Bachelor Degree,Bachelor Degree,degree,Science,Other,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,4,,5,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission points/capacity/duration not confidently parsed
Bachelor of Science in Physics (Medical Physics),bachelor of science in physics medical physics,UD100,Bachelor Degree,Bachelor Degree,degree,Health & Allied Sciences,Medicine & Clinical Health,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,3,,15,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor of Science in Quantity Surveying,bachelor of science in quantity surveying,UD077,Bachelor Degree,Bachelor Degree,degree,Engineering & Technology,Civil & Built Environment,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,4,,50,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Science in Statistics,bachelor of science in statistics,UD011,Bachelor Degree,Bachelor Degree,degree,Science,Other,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,3,,176,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor of Science in Telecommunications Engineering,bachelor of science in telecommunications engineering,UD019,Bachelor Degree,Bachelor Degree,degree,Engineering & Technology,Electrical & Electronics,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,4,,70,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Science in Textile Design and Technology,bachelor of science in textile design and technology,UD018,Bachelor Degree,Bachelor Degree,degree,Science,Other,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,4,,35,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor of Science in Textile Engineering,bachelor of science in textile engineering,UD017,Bachelor Degree,Bachelor Degree,degree,Engineering & Technology,Other,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,4,,40,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor of Science in Wildlife Science and Conservation,bachelor of science in wildlife science and conservation,UD031,Bachelor Degree,Bachelor Degree,degree,Science,Other,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,3,,5,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission points/capacity/duration not confidently parsed
Bachelor of Science with Education,bachelor of science with education,UD032,Bachelor Degree,Bachelor Degree,degree,Education,Education,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,3,,350,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor of Science with Geology,bachelor of science with geology,UD033,Bachelor Degree,Bachelor Degree,degree,Science,Other,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,4,,33,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor of Social Work,bachelor of social work,UD066,Bachelor Degree,Bachelor Degree,degree,Social Sciences & Community Development,Social Work & Community Development,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,3,,121,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
Bachelor Science in Agricultural and Natural Resources Economics and Business,bachelor science in agricultural and natural resources economics and business,UD078,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Business & Management,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,3,,10,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission points/capacity/duration not confidently parsed
Doctor of Dental Surgery,doctor of dental surgery,UD098,,,degree,Other / Needs Classification,Other,University of Dar es Salaam (UDSM),dar es salaam udsm,,TCU,Higher Education Institution,,Dar es Salaam,,5,,15,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
